budget,genres,original_language,revenue,runtime,vote_average,vote_count,director
0,Drama,en,45710059,128.0,7.4,213,Niki Caro
0,Comedy,en,0,99.0,5.6,54,Erik White
20000000,Drama,en,21170563,105.0,6.0,32,Christian Robinson
17000000,Comedy Music Romance,en,115350426,112.0,7.3,2247,Jason Moore
34000000,Drama Comedy Romance,en,19693891,108.0,4.8,63,Mike Tollin
0,Drama Crime Thriller,en,0,121.0,6.9,187,Sam Raimi
17000000,Horror Thriller,en,0,89.0,4.6,74,Robert Harmon
0,Comedy,en,0,89.0,3.3,17,Trent Cooper
0,Family,en,0,73.0,6.3,14,Gary Halvorson
17000000,Crime Drama Thriller,en,29536299,133.0,6.2,293,Antoine Fuqua
17000000,Action Drama History,en,10000000,154.0,6.3,36,Nicholas Ray
17000000,Horror,en,97542952,91.0,6.4,1723,Fede Alvarez
17000000,Comedy Romance,en,20455276,95.0,5.6,101,Donald Petrie
17000000,Comedy Drama Family,en,7314027,107.0,4.9,95,Paul Weitz
17000000,Action Adventure Science Fiction,en,19300000,90.0,4.1,318,Sidney J. Furie
0,Drama,en,0,94.0,3.0,6,Ian Iqbal Rashid
17000000,Action Crime Drama Thriller,en,9500000,122.0,7.0,331,Wayne Kramer
0,Drama,en,0,120.0,5.5,19,Rowdy Herrington
17000000,Adventure,en,0,97.0,2.9,15,Jim Goddard
40000000,Fantasy Drama Thriller Romance,en,86915017,110.0,7.1,1615,Neil Burger
17000000,Adventure Thriller,en,2000000,102.0,5.6,19,Noel Marshall
17000000,Drama Crime Thriller,en,1569918,98.0,6.8,59,Joel Schumacher
17000000,Thriller Romance,en,3758328,120.0,6.1,271,Andrea Di Stefano
17000000,Action Adventure Comedy Drama Science Fiction,en,374743,144.0,5.2,153,Richard Kelly
15000000,Animation Family,fr,0,80.0,6.5,129,Guillaume Ivernel
17000000,Action Adventure Science Fiction,en,8720000,91.0,5.0,27,Jack Smight
17000000,Horror Thriller,en,9627492,82.0,4.5,140,Todd Lincoln 
16500000,Comedy Drama Family,en,0,102.0,7.0,428,Howard Zieff
16800000,Drama Mystery Romance,en,2281089,122.0,5.8,73,Steven Shainberg
15000000,Crime Drama,en,43848069,126.0,7.0,546,Oliver Stone
16500000,Drama Romance,en,135000000,136.0,7.2,352,Ang Lee
16500000,Drama Romance,en,37311672,120.0,6.9,317,Julian Jarrold
16500000,Comedy,en,13620075,108.0,6.0,236,Joe Nussbaum
16500000,Drama,en,16942795,126.0,7.0,199,Vadim Perelman
16400000,Drama,en,235860116,129.0,8.1,2705,Peter Weir
16000000,Comedy,en,247275374,107.0,6.5,1859,Bobby Farrelly
16000000,Comedy Romance Drama,en,92823546,96.0,7.3,950,Rob Reiner
16000000,Drama,en,53977250,129.0,7.4,131,Sidney Lumet
16000000,Comedy Adventure,en,119754278,93.0,5.9,542,Todd Phillips
0,Comedy Drama Romance,en,0,106.0,6.0,122,Brian Robbins
15000000,Drama Comedy Romance,en,133432856,100.0,7.3,1049,Michel Hazanavicius
16000000,Horror Thriller Mystery,en,76514050,87.0,4.8,365,David S. Goyer
16000000,Comedy Drama Romance,en,68263166,94.0,7.6,1662,Wes Anderson
16000000,Horror,en,0,91.0,5.9,402,Jonathan Liebesman
18500000,Drama,en,6490401,120.0,6.4,30,Cyrus Nowrasteh
0,Comedy Family,en,0,80.0,3.7,78,Perry Andelin Blake
19000000,Fantasy Drama War,es,83258226,118.0,7.6,3041,Guillermo del Toro
0,Action Comedy Family,en,0,94.0,4.8,44,John Whitesell
16000000,Crime Drama Romance,en,29381649,130.0,7.4,55,John Singleton
16000000,Thriller Drama Horror,en,40492759,91.0,5.3,224,Christian E. Christiansen
17700000,Mystery Adventure Comedy Romance Drama,en,30987695,91.0,5.5,242,Dennie Gordon
15000000,Thriller Action Crime Drama,en,30102717,110.0,5.3,215,Sheldon Lettich
12000000,Crime Action Comedy,en,80573774,121.0,7.4,2199,Edgar Wright
16000000,Comedy Drama Romance,en,50007546,114.0,4.6,96,Diane English
15000000,Drama Romance,en,96408652,96.0,6.7,1020,Woody Allen
25000000,Action Adventure Drama Romance,sv,0,139.0,6.4,76,Peter Flinth
16000000,Comedy Drama Romance,en,20627372,94.0,5.4,103,Robert Iscove
0,Drama,en,0,109.0,7.2,108,Peter Kosminsky
16000000,Comedy Horror,en,31556061,100.0,5.3,837,Karyn Kusama
16000000,Comedy Crime Mystery,en,15427192,96.0,5.4,43,Nick Gomez
16000000,Comedy Drama,en,0,90.0,7.0,127,Woody Allen
20000000,Drama Romance,en,0,113.0,6.9,948,Allen Coulter
0,Drama Comedy Romance,en,0,99.0,5.7,42,Clare Kilner
20000000,Comedy Science Fiction,en,13854000,108.0,5.3,131,Richard Benjamin
26000000,Drama,en,206678440,125.0,7.6,988,Jonathan Demme
16000000,Thriller Science Fiction Mystery,en,18564088,100.0,6.8,378,Josef Rusnak
16000000,Comedy Drama,en,12,97.0,4.6,10,Lance Rivera
0,Action Science Fiction Thriller,en,0,107.0,5.1,36,Ronald Neame
0,Comedy Drama Music,en,0,112.0,5.5,34,Bruce Paltrow
16000000,Comedy Drama,en,0,112.0,6.4,113,Woody Allen
6500000,Comedy Music,en,4217115,95.0,6.7,100,Adam Rifkin
16000000,Adventure Action Fantasy,en,5900000,116.0,6.8,624,Russell Mulcahy
16000000,Drama,en,2849142,113.0,6.7,90,Susanne Bier
16000000,Science Fiction Action Adventure,en,1686429,97.0,4.3,48,Kenneth Johnson
16000000,Drama Romance,en,5867686,117.0,6.2,250,James Gray
0,Drama History Family Romance,en,0,135.0,6.9,21,James Ivory
20000000,Thriller Crime Drama Mystery,en,24261569,101.0,6.5,956,Danny Boyle
16000000,Romance Comedy,en,14822346,86.0,4.7,108,Jessy Terrero
11000000,Comedy,fr,53191886,106.0,6.8,615,Dany Boon
0,Drama,en,0,96.0,6.3,29,Vicente Amorim
13000000,Fantasy Drama,en,754249,161.0,7.2,387,Gaspar No\u00e9
16000000,Comedy Romance Horror,en,0,93.0,4.8,91,Amy Heckerling
16000000,Drama Family,en,47801389,93.0,7.7,1717,Lasse Hallstr\u00f6m
16000000,Crime Drama Thriller,en,0,110.0,6.7,172,J\u00e9r\u00f4me Salle
16000000,Western Drama,en,3442853,122.0,6.4,258,Tommy Lee Jones
15600000,Comedy Drama,en,0,91.0,4.2,20,Jesse Vaughan
0,War Drama,en,0,115.0,5.7,16,Atom Egoyan
0,Action Adventure Drama,en,0,99.0,5.3,3,William Bindley
15500000,Mystery Crime Drama Thriller,en,1237615,93.0,5.5,16,Wayne Beach
15300000,Drama Action Comedy,fr,0,94.0,6.2,283,G\u00e9rard Krawczyk
15500000,Comedy Horror Science Fiction,en,0,95.0,6.3,317,James Gunn
15000000,Action Comedy Crime,en,316360478,105.0,6.8,961,Martin Brest
18000000,Comedy Family,en,476684675,103.0,7.1,2414,Chris Columbus
0,Family Comedy Drama,es,0,102.0,5.8,253,Leonard Nimoy
21000000,Comedy Romance,en,177200000,116.0,6.9,421,Sydney Pollack
15000000,Action Romance War,en,356830601,110.0,6.7,1698,Tony Scott
17000000,Adventure Drama Action Romance,zh,213525736,120.0,7.2,927,Ang Lee
15000000,Drama,en,356296601,122.0,7.9,3313,Sam Mendes
15000000,Drama History,en,414211549,118.0,7.6,2752,Tom Hooper
15000000,Comedy,en,216614388,107.0,5.7,559,Ivan Reitman
15000000,Drama Romance,en,317000,102.0,6.4,52,Udayan Prasad
15000000,Drama,en,146292009,154.0,7.7,338,Steven Spielberg
16000000,Action Adventure Drama Thriller,ko,11301649,120.0,6.5,48,Yoon Je-kyoon
14000000,History Drama Thriller War,en,233555708,113.0,8.0,5723,Morten Tyldum
0,Comedy,en,0,109.0,6.0,102,Howard Zieff
15000000,Drama Music,en,67182787,125.0,7.2,67,Michael Apted
15000000,Comedy Family,en,75700498,92.0,5.9,355,Thor Freudenthal
15000000,Horror,en,146497771,100.0,6.0,1401,Andy Muschietti
15000000,Comedy Adventure Romance,en,61399552,98.0,7.1,410,Harold Ramis
15000000,Comedy,en,151831537,92.0,6.0,680,Jeff Tremaine
15000000,Drama,en,123384128,103.0,6.8,338,Stephen Frears
15000000,Fantasy Comedy,en,73326666,92.0,7.1,1444,Tim Burton
15000000,Comedy Drama,en,55184721,113.0,6.1,33,Tyler Perry
18000000,Drama Romance,en,0,115.0,7.0,215,Gillian Armstrong
17000000,Drama Horror Thriller,en,127730736,95.0,6.1,1206,James Watkins
15000000,Horror Thriller,en,66966987,87.0,5.4,268,Simon West
15000000,Comedy Family,en,52970014,88.0,5.6,197,Shawn Levy
15000000,Drama War,en,50000000,183.0,7.8,921,Michael Cimino
15000000,Comedy Drama,en,64256513,97.0,6.7,270,Barry Levinson
17000000,Family Comedy,en,55534455,94.0,5.7,280,Jim Fall
35000000,Thriller Drama,en,42930462,112.0,5.8,1138,Ric Roman Waugh
15000000,Horror Comedy Fantasy,en,61548707,98.0,5.9,584,Michael Dougherty
15000000,Horror Mystery Science Fiction,en,40283321,104.0,6.2,492,Robert Rodriguez
0,Drama Music,en,0,118.0,6.9,72,Brian Gibson
15000000,Action Crime Drama,en,44862187,104.0,6.6,382,James Mangold
16000000,Comedy,en,66468332,89.0,5.5,431,Joel Gallen
7000000,Crime Drama Thriller,en,48126384,109.0,7.2,1170,David Ayer
15000000,Crime Drama Thriller,en,35007180,106.0,5.8,156,Rob Cohen
15000000,Drama Romance,en,123726688,123.0,7.8,3311,James Marsh
0,Comedy Crime,en,0,86.0,4.7,77,John Whitesell
15000000,Comedy Drama Romance,en,33771174,120.0,6.9,155,Matt Williams
15000000,Adventure Drama History War,en,69995385,216.0,7.8,851,David Lean
15000000,Horror,en,39421467,105.0,5.1,267,Rob Zombie
15000000,Drama,en,52501541,115.0,7.0,951,Jean-Marc Vall\u00e9e
15000000,Crime Thriller Horror Drama,en,32721635,110.0,6.2,440,Dennis Iliadis
15000000,Comedy Romance,en,47175038,88.0,6.2,230,Clare Kilner
13000000,Horror Thriller,en,37664855,94.0,4.5,228,Rick Rosenthal
16000000,Adventure Family Fantasy Comedy Romance,en,30857814,98.0,7.6,1486,Rob Reiner
15000000,Drama,en,30226144,126.0,6.9,151,Denzel Washington
15000000,Drama Action Thriller Crime,en,78054825,100.0,7.4,3725,Nicolas Winding Refn
15000000,Comedy,en,29331068,89.0,5.1,221,Sara Sugarman
15000000,Comedy Drama Romance,en,46905889,111.0,5.6,72,Nicholas Hytner
15000000,Horror Thriller Science Fiction,en,64238440,100.0,6.5,1197,Juan Carlos Fresnadillo
15000000,Drama,en,30127963,115.0,6.3,130,Thomas Carter
14000000,Comedy Drama Family,en,32645546,106.0,6.1,61,Wayne Wang
20000000,Action Comedy Drama Romance,en,27728118,124.0,7.4,88,Gina Prince-Bythewood
0,Action Comedy Thriller Romance,en,28084357,107.0,6.9,275,George Armitage
15000000,Comedy,en,40105542,99.0,4.7,295,Phil Traill
0,Mystery Thriller Horror,en,0,90.0,4.3,212,Joe Berlinger
15000000,Drama Fantasy Horror Thriller,en,24769466,101.0,6.3,380,Andrew Fleming
15000000,Drama Thriller Crime Romance,en,85306374,124.0,7.3,1105,Woody Allen
0,Comedy Family,en,0,103.0,6.1,245,Elizabeth Allen Rosenbaum
11500000,Drama Romance,en,23237911,134.0,7.5,202,James Ivory
15000000,Drama,en,43101594,155.0,7.5,796,Paul Thomas Anderson
0,Action Adventure Drama Thriller,en,0,94.0,5.5,119,Robert Harmon
15000000,Drama,en,21000000,95.0,6.1,52,Michael Mayer
15000000,Horror Thriller,en,0,89.0,5.2,351,Martin Weisz
14000000,Horror,en,38574362,97.0,4.4,100,John Ottman
0,Fantasy Drama Science Fiction Romance Family,en,0,90.0,6.4,128,Jay Russell
20000000,Action Adventure Drama Thriller,en,22165608,92.0,5.0,163,John Bonito
15000000,Action Comedy,en,20566327,94.0,6.0,421,Peter Atencio
15000000,Drama Romance,en,20529194,117.0,5.9,80,Shana Feste
15000000,Mystery Horror Science Fiction,en,17507368,84.0,5.5,104,David Nutter
15000000,Drama Crime,en,35485608,140.0,6.8,1653,Derek Cianfrance
15000000,Crime Action Thriller,en,32556119,108.0,6.0,639,Roger Donaldson
15000000,Drama Mystery Thriller,en,0,109.0,5.3,42,Stephan Elliott
15000000,Drama Thriller War,en,42000000,131.0,7.2,1840,Kathryn Bigelow
15000000,Fantasy Drama Horror Action Thriller,en,17080167,114.0,5.9,173,Mark L. Lester
15000000,Crime Thriller,en,37930465,97.0,5.8,742,Andrew Dominik
15000000,Thriller,en,31554855,121.0,6.5,541,Anton Corbijn
0,Comedy,en,0,87.0,4.6,115,Tom Green
0,Adventure Animation Comedy Science Fiction Family,en,0,85.0,5.9,25,Mike Nawrocki
15000000,Music Documentary,en,22730842,85.0,6.7,10,Mark Pellington
25000000,Action Fantasy Science Fiction,en,15843608,87.0,4.4,104,Douglas Aarniokoski
0,Crime Drama Music,en,0,121.0,5.1,17,Bryan Barber
15000000,Drama Romance,en,59389433,107.0,7.0,978,Lone Scherfig
15000000,Drama,en,16633035,111.0,6.7,357,Drew Barrymore
15000000,Crime Thriller,en,12000000,92.0,5.9,97,Brian Koppelman
0,Action Comedy Thriller Crime,en,0,97.0,6.4,126,James Foley
0,Fantasy Comedy,en,0,97.0,5.3,31,Albert Brooks
20000000,Drama Music,en,0,125.0,6.3,32,Irwin Winkler
15000000,Comedy Drama Romance,en,0,124.0,6.2,64,Francis Ford Coppola
0,Family,en,0,76.0,2.9,8,Steve Gomer
15000000,Action,en,15608545,96.0,5.2,358,RZA
15000000,Drama Comedy Romance,en,10443316,93.0,4.8,32,Dean Parisot
0,Romance,en,0,96.0,5.4,48,Mark Piznarski
15000000,Comedy Science Fiction,en,0,132.0,7.5,861,Terry Gilliam
15000000,Music Drama Romance,en,14867514,103.0,6.0,211,Sean McNamara
15000000,Comedy Crime,en,46189568,117.0,7.8,2926,Joel Coen
15000000,Drama,en,10903846,116.0,6.6,243,Craig Brewer
15000000,Action Crime Drama Thriller,en,9237470,118.0,6.5,85,Ron Shelton
16000000,Drama Thriller,en,18928871,100.0,6.7,95,Michael Winterbottom
15000000,Drama Comedy Romance,en,9902115,94.0,5.0,37,David Raynr
20000000,Comedy,en,8586376,94.0,4.7,146,Mort Nathan
0,Comedy Drama History Romance,en,0,97.0,6.7,127,Oliver Parker
0,Comedy Drama Fantasy Romance,en,0,98.0,4.7,3,Dan Curtis
0,Drama Family,en,0,91.0,5.5,44,Wil Shriner
15000000,Comedy Drama Crime,en,34533783,107.0,7.4,1388,Martin McDonagh
15,Comedy,en,0,95.0,5.6,26,Tina Gordon Chism
15000000,Comedy Music,en,8762890,102.0,5.6,156,Peter Cattaneo
15000000,Comedy,en,6405245,89.0,5.0,100,Vicky Jenson
15000000,Drama,en,8138788,106.0,6.0,243,Gus Van Sant
15000000,Comedy Romance,en,35097815,92.0,6.8,350,Woody Allen
15000000,Thriller,en,5217498,105.0,4.7,15,Mary Lambert
15000000,Adventure Crime Drama Mystery Western,en,12036149,121.0,7.0,177,Tommy Lee Jones
0,Comedy Drama History,en,0,120.0,6.0,90,Peter Kassovitz
15000000,Action Comedy Crime Mystery,en,15785148,103.0,7.2,886,Shane Black
25000000,Thriller Comedy Horror,en,4152230,92.0,6.1,182,Rodman Flender
15000000,Thriller Drama Mystery,en,20117339,147.0,7.6,1477,David Lynch
0,Drama Fantasy Horror Romance,en,0,98.0,5.4,87,Katja von Garnier
22000000,Comedy Drama Romance,en,0,98.0,5.8,251,Woody Allen
15000000,Drama Romance Science Fiction,en,9455232,104.0,6.8,737,Mark Romanek
0,Drama,en,0,276.0,7.0,12,Mikael Salomon
15000000,Thriller Crime Mystery,en,5926410,111.0,6.5,195,Brad Anderson
15000000,Adventure Drama,en,0,98.0,4.8,27,Michael Chapman
0,Comedy Drama,en,0,111.0,6.5,12,Antonio Banderas
15000000,Horror Thriller Crime,en,7938872,112.0,6.3,545,Michael Haneke
0,Drama Thriller Science Fiction,en,0,100.0,5.5,31,Khalil Sullins
0,Drama,en,0,116.0,6.6,23,Atom Egoyan
92620000,Drama Science Fiction,de,650422,153.0,8.0,657,Fritz Lang
12000000,Action Thriller Science Fiction,fr,9584131,84.0,6.5,565,Pierre Morel
8000000,Drama Crime,en,529766,116.0,6.7,85,Gary Fleder
15000000,Action Drama History,zh,632542,105.0,6.6,157,Hou Hsiao-hsien
15000000,Drama Comedy War Crime Thriller,en,0,98.0,6.5,93,Gregor Jordan
0,Thriller Drama Mystery,ru,0,105.0,7.4,100,Andrey Zvyagintsev
8500000,Adventure Action Thriller,th,8936663,98.0,6.0,152,Tony Jaa
12000000,Adventure Action Drama,en,6814789,97.0,5.9,386,Neil Marshall
15000000,Drama Action Thriller,en,76382,93.0,5.0,22,Russell Mulcahy
15000000,Mystery Drama Crime Thriller Horror,en,3533227,98.0,6.0,290,Ry\u00fbhei Kitamura
15000000,Drama,en,0,107.0,5.2,5,Darrell James Roodt
15000000,Drama Thriller Crime,en,0,90.0,4.8,92,Dito Montiel
15000000,Action Comedy Drama History,en,23000,99.0,6.1,7,Stefan Ruzowitzky
15000000,Comedy Drama Romance Fantasy Music,en,20380,93.0,5.7,41,Jake Paltrow
0,Drama Fantasy,en,0,141.0,5.6,31,Juraj Jakubisko
20000000,Animation Adventure Family,en,27187375,85.0,5.8,72,Anthony Silverston
7000000,Thriller Science Fiction,en,0,110.0,5.6,670,Gabe Ib\u00e1\u00f1ez
0,Action Adventure Fantasy,en,0,105.0,4.8,36,Gerry Lively
15000000,Drama Action Thriller Crime,zh,0,119.0,6.7,65,Derek Yee Tung-Sing
0,Drama Foreign,en,0,124.0,4.5,2,Julien Temple
14600000,Romance Fantasy Drama Comedy,en,70906973,101.0,7.4,2301,Harold Ramis
14800000,Comedy Drama Music,en,122513057,115.0,6.3,706,Gregory Jacobs
14500000,Drama Romance,en,147298761,120.0,6.7,1374,Baz Luhrmann
10000000,Drama War,fr,17511906,111.0,7.2,196,Gilles Paquet-Brenner
14500000,Drama,en,0,98.0,5.8,9,Peter Cousens
14000000,Western,en,159157447,131.0,7.7,1113,Clint Eastwood
14200000,Drama,da,674918,139.0,6.9,78,Lars von Trier
15000000,Drama Romance,en,377910544,120.0,7.6,2827,Danny Boyle
14000000,Drama Romance Thriller,en,320145693,119.0,6.6,291,Adrian Lyne
14000000,Romance Comedy,en,463000000,119.0,7.0,1746,Garry Marshall
0,Adventure Comedy,en,239606210,110.0,5.5,303,John Cornell
0,Thriller Mystery Drama Crime,en,0,101.0,5.0,10,Vidhu Vinod Chopra
14000000,Drama War,en,161001698,145.0,6.7,395,Oliver Stone
14000000,Comedy,en,154864401,98.0,6.8,491,Jon Turteltaub
15000000,Mystery Horror,en,100734718,101.0,5.3,299,Patrick Lussier
13000000,Drama Music,en,75511123,114.0,6.1,88,Sylvain White
14000000,Adventure Action Thriller,en,185438673,125.0,6.6,507,Lewis Gilbert
14000000,Horror Thriller,en,72527595,99.0,5.6,290,Jamie Blanks
0,Comedy Drama Romance,en,0,111.0,6.2,45,Tyler Perry
14000000,Action Adventure Drama Family,en,34793160,107.0,6.5,135,Randal Kleiser
0,Comedy Family,en,0,81.0,5.1,83,Bruce McCulloch
13000000,History Drama,en,114956699,105.0,6.2,527,Phyllida Lloyd
0,Action Adventure Animation Comedy Family,en,0,82.0,6.4,22,Phil Vischer
14000000,Drama Romance,en,27515786,109.0,6.9,47,John Singleton
14000000,Action Adventure Comedy,en,25482931,95.0,5.8,48,Kevin Bray
14000000,Comedy Horror Romance,en,19800000,100.0,4.5,111,Wes Craven
14000000,Horror Thriller Fantasy,en,30749142,118.0,4.5,133,John Boorman
0,Horror Thriller,en,0,83.0,5.3,142,Courtney Solomon
14000000,Comedy Romance,en,0,83.0,4.4,180,David Zucker
14000000,Thriller Mystery Adventure,en,22852638,98.0,6.2,351,David Twohy
14000000,Comedy,en,21409028,103.0,5.7,39,Rick Famuyiwa
0,Comedy,en,0,96.0,5.6,49,Alan Cohn
12000000,Comedy Drama War,en,21001563,117.0,5.8,32,Franco Zeffirelli
0,Horror Thriller,en,0,92.0,5.5,124,Tom Holland
0,Drama Music Romance,en,0,155.0,6.1,67,Martin Scorsese
0,Comedy Drama,en,0,115.0,6.7,31,Spike Lee
11000000,Comedy Romance,en,13196245,90.0,5.0,55,Chris Rock
11000000,Horror Science Fiction,en,16951798,91.0,4.5,291,James Isaac
0,History Drama,en,0,120.0,6.4,119,Emilio Estevez
14000000,Comedy Romance,en,10424470,86.0,5.3,73,Mark Waters
14000000,Comedy,en,11417362,87.0,5.5,134,Josh Schwartz
14000000,Drama,fr,19777647,112.0,7.4,283,Julian Schnabel
26000000,Romance Drama,en,14821658,136.0,6.9,240,Todd Field
14000000,Drama Mystery Thriller,en,5108820,90.0,5.5,68,Davis Guggenheim
14000000,Drama Romance,en,0,107.0,6.2,21,Tony Goldwyn
0,Action Drama Thriller,en,4291965,101.0,6.4,25,Phillip Noyce
0,Horror Mystery Thriller,en,0,84.0,4.4,49,Stephen Carpenter
14000000,Drama Romance,en,2474000,139.0,5.2,10,James Ivory
0,Comedy Romance,en,0,93.0,6.3,108,Stephan Elliott
0,Action Adventure Drama Romance,en,0,127.0,5.8,1,James Fargo
0,History Drama,en,5405500,150.0,6.3,204,Mike Leigh
0,Drama Romance,fr,0,104.0,5.8,22,Alain Resnais
0,Drama History,fr,0,132.0,7.1,75,Costa-Gavras
12000000,History Action,zh,0,117.0,6.7,57,John Woo
0,Comedy Drama History,en,0,113.0,6.3,55,Neil Burger
14000000,Drama,en,46495,149.0,6.1,86,Kenneth Lonergan
108,Comedy Horror,en,0,90.0,4.0,97,Bo Zenga
14000000,Romance Drama,en,1755212,89.0,7.4,418,Rob Reiner
14000000,Drama Romance,en,178043761,134.0,7.5,1480,Ang Lee
12000000,Comedy Drama Romance,en,0,97.0,6.9,803,Amy Heckerling
13500000,Drama Romance,en,29027914,107.0,6.9,144,Todd Haynes
14000000,Comedy,en,12314651,93.0,5.0,354,Steve Pink
13500000,Drama,en,7060876,124.0,6.8,128,Philip Kaufman
15000000,Comedy Crime,en,19422261,110.0,6.7,1206,Martin McDonagh
0,Drama Mystery Thriller,en,0,105.0,6.0,27,Kasi Lemmons
18339750,Drama History War,de,92180910,156.0,7.7,1037,Oliver Hirschbiegel
12806000,Drama,es,38535221,125.0,7.2,219,Alejandro Amen\u00e1bar
13300000,Thriller Science Fiction Drama,en,5380251,108.0,6.0,1102,Jonathan Glazer
13000000,Comedy Drama War,en,123922370,121.0,7.1,642,Barry Levinson
13400000,Action Comedy Thriller,en,16700000,100.0,4.7,7,Shim Hyung-Rae
13000000,Documentary Music Family,en,98441954,105.0,4.8,154,Jon M. Chu
13000000,Drama Thriller,en,327803731,108.0,7.3,4430,Darren Aronofsky
13000000,Drama Crime,en,47542841,200.0,8.3,3338,Francis Ford Coppola
13000000,Drama Family Romance Music,en,91038276,112.0,6.3,352,Thomas Carter
7000000,Horror Thriller,en,72500000,99.0,5.8,281,Renny Harlin
16000000,Drama,en,77000000,117.0,6.7,186,Patricia Riggen
13000000,Comedy,en,73180723,83.0,5.2,509,Danny Leiner
13000000,Crime Action Adventure Drama Western,en,44726644,107.0,6.6,258,Christopher Cain
13000000,Comedy,en,54837234,102.0,7.1,763,Theodore Melfi
12500000,Comedy Romance,en,49002684,100.0,6.0,210,Steve Pink
16000000,Comedy Romance Drama,en,53478166,97.0,7.3,1701,Gil Junger
13000000,Comedy Family,en,0,88.0,5.7,151,Ed Decter
0,Comedy,en,0,84.0,5.7,157,Gene Quintano
17000000,Horror Drama Thriller,en,119100758,86.0,6.2,1567,Jaume Collet-Serra
13000000,Science Fiction Thriller,en,96060858,113.0,7.3,2060,Eric Bress
0,Comedy Family,en,0,89.0,4.8,51,Chris Koch
13000000,Comedy Drama,en,0,117.0,7.1,29,Preston A. Whitmore II
12000000,Science Fiction Comedy Family,en,36450736,97.0,3.3,75,Bob Clark
13000000,Action Adventure Comedy Thriller,en,27007143,91.0,6.1,109,Kirk Wong
12000000,Comedy Drama Family,en,0,100.0,5.7,46,Bronwen Hughes
13000000,Drama Horror,en,35763605,84.0,5.8,308,John Lafia
13200000,Crime Thriller,en,53830415,83.0,5.6,181,Sam Miller
18000000,Science Fiction Horror Thriller,en,57096190,126.0,6.7,1399,Frank Darabont
15000000,Drama Science Fiction,en,36869414,108.0,7.6,4737,Alex Garland
13000000,Fantasy Drama Comedy,en,22863596,112.0,7.3,1101,Spike Jonze
6000000,Comedy Romance,en,0,90.0,6.6,17,Mark Brown
13000000,Family Adventure Science Fiction,en,45300000,89.0,5.7,290,Dave Green
13000000,Drama Romance,en,16929123,99.0,6.6,96,John Stockwell
19000000,Action Adventure Drama War,en,68673228,141.0,7.2,541,Clint Eastwood
13000000,Adventure Comedy Drama Science Fiction,en,11130889,104.0,6.2,123,Michael Polish
13000000,Comedy Romance,en,8026971,84.0,5.5,10,Daisy von Scherler Mayer
6000000,Drama Thriller,en,35401758,117.0,8.1,2757,Lenny Abrahamson
0,Comedy,en,0,82.0,6.5,66,Bob Saget
13000000,Comedy Crime Horror Thriller,en,7820688,95.0,6.4,135,John Waters
13000000,Comedy,en,27500000,94.0,5.7,67,Andrew Fleming
0,Drama Thriller,en,0,99.0,6.6,7,Craig Bolotin
13000000,Music Drama,en,16757163,106.0,5.5,135,Mark Christopher
0,Adventure Comedy Drama Romance,en,0,84.0,5.1,163,Blair Hayes
13000000,Comedy Crime Thriller,en,0,93.0,6.1,103,Jez Butterworth
13000000,Comedy,en,48065672,93.0,5.7,737,Jon Lucas
13000000,Drama Romance,fr,4857367,120.0,6.8,207,Isabel Coixet
0,Drama,en,0,112.0,5.9,60,Rod Lurie
13000000,Comedy Drama Romance,en,18000000,107.0,5.4,304,Paul Weitz
0,Romance Drama,en,0,112.0,6.7,11,Patrice Leconte
15000000,Drama Thriller Mystery,en,8459458,96.0,5.9,498,Atom Egoyan
13000000,Comedy Crime Drama,en,9789900,91.0,4.8,4,Paul Mazursky
13000000,Drama Action Comedy Crime,en,2636637,125.0,6.5,138,Sidney Lumet
13000000,Drama Romance,en,33400000,102.0,7.7,2968,Stephen Chbosky
3000000,Action,en,1200000,87.0,4.5,10,Jon Hess
13000000,Drama,en,1151330,110.0,6.4,60,Douglas McGrath
0,Drama Romance Western,en,0,120.0,5.6,17,Michael Winterbottom
13000000,Thriller Horror,en,1784763,91.0,4.6,243,Mark Neveldine
14350531,Action Comedy Science Fiction,en,3964682,88.0,6.3,733,Joe Cornish
10000000,Drama Romance War,en,303877,127.0,5.8,45,Angelina Jolie
13000000,Crime Thriller,en,68572378,94.0,6.6,1257,Brad Anderson
0,History Drama War Action,ko,0,110.0,5.8,29,John H. Lee
0,Family Action Adventure,en,33082548,90.0,5.3,34,John Stainton
13000000,Comedy Drama Romance,en,10652035,98.0,6.4,503,Glenn Ficarra
12000000,Adventure Drama,xx,55260558,100.0,7.1,109,Jean-Jacques Annaud
12500000,Drama Romance,en,23367586,120.0,6.7,137,Denzel Washington
0,Drama Romance,en,0,108.0,6.9,96,Michael Hoffman
12500000,Action Thriller Crime Romance,en,12281551,120.0,7.5,749,Tony Scott
3100000,Romance Science Fiction,en,0,111.0,5.9,92,Benedek Fliegauf
12500000,Crime Drama Mystery,en,10725228,100.0,7.5,323,James Foley
13000000,Crime Drama Thriller,en,0,109.0,6.0,173,Michael Winterbottom
0,Drama Fantasy Horror Thriller,en,0,118.0,6.0,94,Paul Schrader
12500000,Horror Mystery Thriller,en,27206120,101.0,5.4,177,Stewart Hendler
0,Adventure Drama Romance,en,0,101.0,8.4,11,John Cromwell
12000000,Comedy Romance Drama,en,11293663,106.0,7.1,509,Craig Gillespie
12500000,War Drama,en,20416563,94.0,7.7,1451,Mark Herman
