budget,genres,original_language,popularity,production_companies,production_countries,revenue,runtime,spoken_languages,vote_average,vote_count,cast,director
25000000,Crime Thriller,en,32.854557,"[{""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",42972994,131.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.7,973,Tom Hardy Emily Browning Christopher Eccleston David Thewlis Taron Egerton,Brian Helgeland
0,Action Comedy,en,6.3095870000000005,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14334401,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.3,313,Andy Samberg Isla Fisher Bill Hader Sissy Spacek Danny McBride,Akiva Schaffer
28000000,Horror Thriller,en,8.363702,"[{""name"": ""Incentive Filmed Entertainment"", ""id"": 7215}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10126458,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",4.9,132,Sara Paxton Chris Carmack Joel David Moore Chris Zylka Dustin Milligan,David R. Ellis
25,Drama,en,4.88794,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13,145.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.0,59,Emily Watson Robert Carlyle Joe Breen Michael Legge Ciaran Owens,Alan Parker
25000000,Drama,en,14.17009,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",28831145,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.5,304,Kevin Costner Jennifer Garner Tom Welling Sam Elliott Terry Crews,Ivan Reitman
25000000,Fantasy Horror Science Fiction Thriller,en,12.18362,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Golan-Globus"", ""id"": 1445}, {""name"": ""Easedram"", ""id"": 21896}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",0,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",6.2,135,Steve Railsback Peter Firth Frank Finlay Mathilda May Patrick Stewart,Tobe Hooper
25000000,Crime Drama History,en,9.169271,"[{""name"": ""Wildwood Enterprises"", ""id"": 316}, {""name"": ""American Film Company"", ""id"": 7486}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15478800,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.2,137,Evan Rachel Wood James McAvoy Kevin Kline Robin Wright Alexis Bledel,Robert Redford
25000000,Drama,en,8.127728,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13411957,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",7.0,210,Emile Hirsch Victor Rasuk Rebecca De Mornay John Robinson Michael Angarano,Catherine Hardwicke
25000000,Drama History,en,10.699952,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Fabula"", ""id"": 24459}, {""name"": ""Half Circle"", ""id"": 60255}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CL"", ""name"": ""Chile""}]",24902723,120.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",6.0,378,Antonio Banderas Rodrigo Santoro Juliette Binoche James Brolin Lou Diamond Phillips,Patricia Riggen
25000000,Action Adventure Comedy Fantasy,en,29.796394,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""TAFT Entertainment Pictures"", ""id"": 965}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11000000,99.0,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",7.1,705,Kurt Russell Kim Cattrall Dennis Dun James Hong Victor Wong,John Carpenter
0,Comedy Romance,fr,11.60921,"[{""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Quad Productions"", ""id"": 7038}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",0,104.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",5.6,194,Diane Kruger Dany Boon Alice Pol Robert Plagnol Jonathan Cohen,Pascal Chaumeil
25000000,Action Drama,en,51.915025,"[{""name"": ""Solaris Film"", ""id"": 1001}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mimran Schur Pictures"", ""id"": 6573}, {""name"": ""Filmtribe"", ""id"": 12425}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",23057115,140.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.7,1272,Tom Hardy Jennifer Morrison Nick Nolte Joel Edgerton Frank Grillo,Gavin O'Connor
28000000,Drama Thriller,en,8.314624,"[{""name"": ""Geffen Pictures"", ""id"": 360}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",16900000,132.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.7,97,Liam Neeson Aidan Quinn Stephen Rea Alan Rickman Julia Roberts,Neil Jordan
0,War Drama History,en,5.529035,"[{""name"": ""TriStar Television"", ""id"": 8609}, {""name"": ""Esparza / Katz Productions"", ""id"": 26560}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25000000,254.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.6,90,Jeff Daniels Tom Berenger Martin Sheen Sam Elliott Stephen Lang,Ronald F. Maxwell
25000000,Drama War,en,4.002579,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Peirce Pictures"", ""id"": 2546}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11207130,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.1,82,Ryan Phillippe Abbie Cornish Joseph Gordon-Levitt Channing Tatum Josef Sommer,Kimberly Peirce
25000000,Drama Mystery Thriller,en,3.888776,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10719357,99.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",4.6,45,Katie Holmes Benjamin Bratt Charlie Hunnam Zooey Deschanel Fred Ward,Stephen Gaghan
25000000,Drama Thriller,en,7.296459,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Adam Fields Productions"", ""id"": 3334}, {""name"": ""Two Girls Productions"", ""id"": 81140}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13000000,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",6.2,111,Claire Danes Kate Beckinsale Bill Pullman Jacqueline Kim Lou Diamond Phillips,Jonathan Kaplan
14000000,Horror Thriller,en,21.680424,"[{""name"": ""Ghost House Pictures"", ""id"": 768}, {""name"": ""North Box Productions"", ""id"": 22637}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",85446075,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.8,498,Jeffrey Dean Morgan Natasha Calis Madison Davenport Kyra Sedgwick Rob LaBelle,Ole Bornedal
25000000,Comedy Romance Drama,en,7.9467690000000015,"[{""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10070000,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.3,25,Shirley MacLaine Ricki Lake Brendan Fraser Jane Krakowski Loren Dean,Richard Benjamin
25000000,Drama Thriller,en,7.473455,"[{""name"": ""Battleplan Productions"", ""id"": 2108}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10324441,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,144,James Marsden Kate Bosworth Alexander Skarsg\u00e5rd Dominic Purcell Laz Alonso,Rod Lurie
25000000,Comedy Drama,en,5.073536,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Bob Yari Productions"", ""id"": 12260}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11772461,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.4,60,Richard Gere Alfred Molina Marcia Gay Harden Hope Davis Julie Delpy,Lasse Hallstr\u00f6m
0,Action Crime Thriller,en,3.623002,"[{""name"": ""Stone Group Pictures"", ""id"": 3470}, {""name"": ""Vision International"", ""id"": 3603}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.7,34,Brian Bosworth Lance Henriksen William Forsythe Arabella Holzbog Sam McMurray,Craig R. Baxley
32000000,Adventure Drama,en,41.075532,"[{""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Nick Wechsler Productions"", ""id"": 8073}, {""name"": ""Chockstone Pictures"", ""id"": 13649}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",27635305,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.8,1087,Viggo Mortensen Kodi Smit-McPhee Charlize Theron Robert Duvall Guy Pearce,John Hillcoat
25000000,Action Adventure Comedy Fantasy Science Fiction,en,4.020194,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Delphi II Productions"", ""id"": 7585}, {""name"": ""Colgems Productions Ltd."", ""id"": 35061}]",[],5778353,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.0,22,Tanya Roberts Ted Wass Donovan Scott Elizabeth of Toro France Zobda,John Guillermin
0,Action Comedy,en,2.083856,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,28,Nick Cannon Roselyn S\u00e1nchez Shawn Ashmore Cheech Marin Kelly Hu,Marcos Siega
25000000,Comedy Romance,en,2.909346,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Conundrum Entertainment"", ""id"": 1156}, {""name"": ""Say It Isn't So Productions"", ""id"": 89629}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",4.8,47,Chris Klein Heather Graham Orlando Jones Sally Field Richard Jenkins,J.B. Rogers
25000000,Drama,en,8.450513,"[{""name"": ""New Zealand Film Commission"", ""id"": 294}, {""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""OLC / Rights Entertainment"", ""id"": 12325}, {""name"": ""Tanlay"", ""id"": 12326}, {""name"": ""New Zealand Film Production Fund"", ""id"": 12327}, {""name"": ""3 Dogs and a Pony"", ""id"": 12328}, {""name"": ""Park Road Post"", ""id"": 12329}, {""name"": ""WFI Productions Ltd."", ""id"": 12330}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",7.3,166,Anthony Hopkins Iain Rea Tessa Mitchell Aaron Murphy Tim Shadbolt,Roger Donaldson
25000000,Action Comedy Fantasy Science Fiction,en,8.186936,"[{""name"": ""Trilogy Entertainment Group"", ""id"": 2231}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4064495,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.5,138,Lori Petty Ice-T Naomi Watts Malcolm McDowell Iggy Pop,Rachel Talalay
0,Comedy Crime,en,5.079017,[],"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.1,14,Anthony Anderson Jay Mohr Kellita Smith Brooke D'Orsay Donald Faison,Jeffrey W. Byrd
25000000,Drama Mystery Science Fiction Thriller,en,17.603823000000006,"[{""name"": ""Rhombus Media"", ""id"": 164}, {""name"": ""O2 Filmes"", ""id"": 345}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Bee Vine Pictures"", ""id"": 2439}, {""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Asmik Ace Entertainment"", ""id"": 3033}, {""name"": ""GAGA"", ""id"": 3656}, {""name"": ""Fox Filmes do Brasil"", ""id"": 4887}, {""name"": ""Ancine"", ""id"": 11547}, {""name"": ""BNDES"", ""id"": 11548}, {""name"": ""Cinema Investment"", ""id"": 11549}, {""name"": ""Corus Entertainment"", ""id"": 11550}, {""name"": ""Movie Central Network"", ""id"": 11551}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",19844979,121.0,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",6.4,387,Julianne Moore Mark Ruffalo Alice Braga Gael Garc\u00eda Bernal Danny Glover,Fernando Meirelles
25000000,Action Adventure Fantasy Horror,en,7.008216,"[{""name"": ""Boll KG"", ""id"": 15127}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2405420,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",3.5,118,Kristanna Loken Ben Kingsley Michelle Rodriguez Michael Madsen Matthew Davis,Uwe Boll
25000000,Comedy Drama,en,20.011435,"[{""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Zanagar Films"", ""id"": 2066}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Vers\u00e1til Cinema"", ""id"": 8531}, {""name"": ""SBS Productions"", ""id"": 8997}, {""name"": ""Polski Instytut Sztuki Filmowej"", ""id"": 11240}, {""name"": ""France T\u00e9l\u00e9visions"", ""id"": 11795}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 45970}, {""name"": ""SPI Film Studio"", ""id"": 52574}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""PL"", ""name"": ""Poland""}]",27603069,80.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.0,738,Kate Winslet Jodie Foster Christoph Waltz John C. Reilly Elvis Polanski,Roman Polanski
25000000,Drama Mystery Thriller,en,4.051221,"[{""name"": ""Serendipity Point Films"", ""id"": 805}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.9,66,Kevin Bacon Colin Firth Alison Lohman David Hayman Rachel Blanchard,Atom Egoyan
0,Fantasy Family,en,5.987486,"[{""name"": ""Reel FX Creative Studios"", ""id"": 2787}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",34153101,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.1,58,Erica Linz Igor Zaripov Matt Gillanders Jason Berrent Dallas Barnett,Andrew Adamson
25000000,Drama,en,3.849873,"[{""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",777423,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.2,19,Billy Crudup Donald Sutherland Monica Potter Jeremy Sisto Matthew Lillard,Robert Towne
25000000,Comedy Drama Romance,en,3.593165,"[{""name"": ""Isle of Man Film"", ""id"": 2268}, {""name"": ""Freestyle Releasing"", ""id"": 4616}, {""name"": ""CinemaNX"", ""id"": 5705}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2336172,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.6,49,Zac Efron Claire Danes Christian McKay Imogen Poots Zoe Kazan,Richard Linklater
13500000,Drama Romance Crime Mystery,en,30.058263,"[{""name"": ""Paco Cinematografica"", ""id"": 3110}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Regione Lazio"", ""id"": 20416}, {""name"": ""Business Location Sudtirol Alto Adige"", ""id"": 20644}, {""name"": ""Friuli Venezia Giulia Film Commission"", ""id"": 38591}, {""name"": ""UniCredit Group"", ""id"": 38592}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",19255873,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.7,704,Geoffrey Rush Jim Sturgess Sylvia Hoeks Donald Sutherland Maximilian Dirr,Giuseppe Tornatore
25000000,Drama Crime,en,17.339852,"[{""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Polsky Films"", ""id"": 10478}, {""name"": ""Osiris Productions"", ""id"": 11265}, {""name"": ""Lieutenant Productions"", ""id"": 11266}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10589102,122.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",6.0,326,Nicolas Cage Eva Mendes Val Kilmer Fairuza Balk Shawn Hatosy,Werner Herzog
0,Animation Family,en,15.805449,"[{""name"": ""Motion Investment Group"", ""id"": 1991}, {""name"": ""nWave Pictures"", ""id"": 10159}, {""name"": ""Illuminata Pictures"", ""id"": 10160}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]",0,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.6,151,Yuri Lowenthal Gemma Arterton Isabelle Fuhrman Melanie Griffith Tim Curry,Ben Stassen
25000000,Comedy Drama,fr,15.279020999999998,"[{""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Les Productions du Tr\u00e9sor"", ""id"": 2612}, {""name"": ""EuropaCorp"", ""id"": 6896}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",48531470,154.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",7.1,380,Fran\u00e7ois Cluzet Marion Cotillard Beno\u00eet Magimel Gilles Lellouche Jean Dujardin,Guillaume Canet
0,Drama,en,5.000126,"[{""name"": ""Capitol Films"", ""id"": 826}, {""name"": ""Rising Star"", ""id"": 1208}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",0,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",6.0,21,Helen Mirren Joe Pesci Sergio Peris-Mencheta Gina Gershon Bai Ling,Taylor Hackford
0,Family Adventure Animation,fr,1.684948,"[{""name"": ""Herold and Family"", ""id"": 7801}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",0,82.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",3.8,7,J\u00e9r\u00f4me Deschamps Yolande Moreau Louise Wallon Arthur Deschamps Jean-Claude Bolle-Reddat,J\u00e9r\u00f4me Deschamps
25000000,Family Animation,ru,5.753564,"[{""name"": ""CN Film"", ""id"": 3145}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",6500000,85.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",6.3,10,Anna Bolshova Evgeny Mironov Sergey Garmash Aleksandr Bashirov Elena Yakovleva,Inna Evlannikova
25000000,Thriller Crime Drama,en,35.022029,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Kanzaman"", ""id"": 4169}, {""name"": ""Nick Wechsler Productions"", ""id"": 8073}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Chockstone Pictures"", ""id"": 13649}, {""name"": ""Translux"", ""id"": 14384}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",71009334,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",5.0,712,Michael Fassbender Cameron Diaz Javier Bardem Goran Visnjic Pen\u00e9lope Cruz,Ridley Scott
25000000,Romance Adventure Action History,en,12.31708,"[{""name"": ""Rising Star"", ""id"": 1208}, {""name"": ""Premiere Picture"", ""id"": 3870}, {""name"": ""Mythic International Entertainment"", ""id"": 5706}, {""name"": ""Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)"", ""id"": 7416}, {""name"": ""Wales Creative IP Fund"", ""id"": 11841}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Perpetual Media Capital"", ""id"": 13792}, {""name"": ""Molinare Investment"", ""id"": 19579}, {""name"": ""VIP 4 Medienfonds"", ""id"": 23238}, {""name"": ""ContentFilm International"", ""id"": 25487}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,121.0,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",6.2,227,James Purefoy Kate Mara Jason Flemyng Paul Giamatti Brian Cox,Jonathan English
25000000,History Action Drama,en,1.894749,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Dino de Laurentiis Cinematografica"", ""id"": 1216}, {""name"": ""Mosfilm"", ""id"": 5120}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",3052000,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",7.0,31,Rod Steiger Christopher Plummer Orson Welles Jack Hawkins Virginia McKenna,Sergey Bondarchuk
25000000,Crime Action Thriller,cn,6.8958660000000025,"[{""name"": ""Emperor Motion Pictures"", ""id"": 2726}, {""name"": ""Heart & Soul Production"", ""id"": 45424}, {""name"": ""Beijing Silver Moon Productions"", ""id"": 45425}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",0,100.0,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",6.5,114,Donnie Yen Charlie Yeung Wang Baoqiang Bai Bing Deep Ng,Teddy Chan
25000000,Action Thriller,en,3.344158,"[{""name"": ""Aldamisa Entertainment"", ""id"": 11006}, {""name"": ""MVP Films"", ""id"": 37580}, {""name"": ""Invest Capital Film Group"", ""id"": 37831}, {""name"": ""Live Screen Pictures"", ""id"": 37832}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",4.1,26,Cam Gigandet Rachael Leigh Cook Shane West Bill Pullman Brian Krause,Mario Van Peebles
14000000,Drama Romance,en,14.480628,"[{""name"": ""Lorimar Film Entertainment"", ""id"": 1176}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""NFH Productions"", ""id"": 18737}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",34670720,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",7.0,257,Glenn Close John Malkovich Michelle Pfeiffer Swoosie Kurtz Keanu Reeves,Stephen Frears
25000000,Adventure Drama,en,14.613152,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""VideoFilmes"", ""id"": 346}, {""name"": ""Vanguard Films"", ""id"": 614}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""SPAD Films"", ""id"": 8372}, {""name"": ""MK2 Productions"", ""id"": 9209}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""France T\u00e9l\u00e9visions"", ""id"": 11795}, {""name"": ""Nomadic Pictures"", ""id"": 12467}, {""name"": ""Kramer & Sigman Films"", ""id"": 21914}, {""name"": ""Jerry Leider Company"", ""id"": 79077}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8784318,137.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",5.5,301,Garrett Hedlund Sam Riley Kristen Stewart Amy Adams Tom Sturridge,Walter Salles
